dataset,scope,entity,period_start,period_end,metric,value,unit,source_url,source_note
department_history_2016_2026-02-28,Department,Department of Consumer Affairs,2016-01-01,2026-02-28,brought_forward,995,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Consumer Affairs,2016-01-01,2026-02-28,receipts,143236,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Consumer Affairs,2016-01-01,2026-02-28,disposed,143954,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Consumer Affairs,2016-01-01,2026-02-28,pending,277,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence,2016-01-01,2026-02-28,brought_forward,5468,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence,2016-01-01,2026-02-28,receipts,153515,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence,2016-01-01,2026-02-28,disposed,158643,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence,2016-01-01,2026-02-28,pending,340,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Finance,2016-01-01,2026-02-28,brought_forward,399,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Finance,2016-01-01,2026-02-28,receipts,177338,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Finance,2016-01-01,2026-02-28,disposed,174654,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Finance,2016-01-01,2026-02-28,pending,3083,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Production,2016-01-01,2026-02-28,brought_forward,308,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Production,2016-01-01,2026-02-28,receipts,24785,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Production,2016-01-01,2026-02-28,disposed,24952,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Production,2016-01-01,2026-02-28,pending,141,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Research and Development,2016-01-01,2026-02-28,brought_forward,39,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Research and Development,2016-01-01,2026-02-28,receipts,10427,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Research and Development,2016-01-01,2026-02-28,disposed,10325,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Defence Research and Development,2016-01-01,2026-02-28,pending,141,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Economic Affairs ACC Division,2016-01-01,2026-02-28,brought_forward,754,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Economic Affairs ACC Division,2016-01-01,2026-02-28,receipts,45244,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Economic Affairs ACC Division,2016-01-01,2026-02-28,disposed,45538,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Economic Affairs ACC Division,2016-01-01,2026-02-28,pending,460,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Empowerment of Persons with Disabilities,2016-01-01,2026-02-28,brought_forward,62,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Empowerment of Persons with Disabilities,2016-01-01,2026-02-28,receipts,29337,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Empowerment of Persons with Disabilities,2016-01-01,2026-02-28,disposed,29272,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Empowerment of Persons with Disabilities,2016-01-01,2026-02-28,pending,127,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Ex Servicemen Welfare,2016-01-01,2026-02-28,brought_forward,1065,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Ex Servicemen Welfare,2016-01-01,2026-02-28,receipts,182106,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Ex Servicemen Welfare,2016-01-01,2026-02-28,disposed,182155,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Ex Servicemen Welfare,2016-01-01,2026-02-28,pending,1016,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Expenditure,2016-01-01,2026-02-28,brought_forward,315,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Expenditure,2016-01-01,2026-02-28,receipts,42241,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Expenditure,2016-01-01,2026-02-28,disposed,42343,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Expenditure,2016-01-01,2026-02-28,pending,213,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fertilizers,2016-01-01,2026-02-28,brought_forward,248,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fertilizers,2016-01-01,2026-02-28,receipts,6729,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fertilizers,2016-01-01,2026-02-28,disposed,6955,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fertilizers,2016-01-01,2026-02-28,pending,22,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Banking Division),2016-01-01,2026-02-28,brought_forward,5106,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Banking Division),2016-01-01,2026-02-28,receipts,1505438,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Banking Division),2016-01-01,2026-02-28,disposed,1507252,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Banking Division),2016-01-01,2026-02-28,pending,3292,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Insurance Division),2016-01-01,2026-02-28,brought_forward,675,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Insurance Division),2016-01-01,2026-02-28,receipts,225633,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Insurance Division),2016-01-01,2026-02-28,disposed,225973,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Insurance Division),2016-01-01,2026-02-28,pending,335,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Pension Reforms),2016-01-01,2026-02-28,brought_forward,0,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Pension Reforms),2016-01-01,2026-02-28,receipts,23777,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Pension Reforms),2016-01-01,2026-02-28,disposed,23722,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Financial Services (Pension Reforms),2016-01-01,2026-02-28,pending,55,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fisheries,2016-01-01,2026-02-28,brought_forward,0,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fisheries,2016-01-01,2026-02-28,receipts,2729,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fisheries,2016-01-01,2026-02-28,disposed,2702,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Fisheries,2016-01-01,2026-02-28,pending,27,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Food and Public Distribution,2016-01-01,2026-02-28,brought_forward,181,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Food and Public Distribution,2016-01-01,2026-02-28,receipts,67701,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Food and Public Distribution,2016-01-01,2026-02-28,disposed,65495,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Food and Public Distribution,2016-01-01,2026-02-28,pending,2387,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health & Family Welfare,2016-01-01,2026-02-28,brought_forward,3163,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health & Family Welfare,2016-01-01,2026-02-28,receipts,317372,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health & Family Welfare,2016-01-01,2026-02-28,disposed,318462,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health & Family Welfare,2016-01-01,2026-02-28,pending,2073,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health Research,2016-01-01,2026-02-28,brought_forward,110,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health Research,2016-01-01,2026-02-28,receipts,16193,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health Research,2016-01-01,2026-02-28,disposed,16255,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Health Research,2016-01-01,2026-02-28,pending,48,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Higher Education,2016-01-01,2026-02-28,brought_forward,6543,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Higher Education,2016-01-01,2026-02-28,receipts,232352,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Higher Education,2016-01-01,2026-02-28,disposed,237648,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Higher Education,2016-01-01,2026-02-28,pending,1247,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Investment & Public Asset Management,2016-01-01,2026-02-28,brought_forward,3,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Investment & Public Asset Management,2016-01-01,2026-02-28,receipts,7760,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Investment & Public Asset Management,2016-01-01,2026-02-28,disposed,7717,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Investment & Public Asset Management,2016-01-01,2026-02-28,pending,46,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Justice,2016-01-01,2026-02-28,brought_forward,226,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Justice,2016-01-01,2026-02-28,receipts,112980,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Justice,2016-01-01,2026-02-28,disposed,113118,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Justice,2016-01-01,2026-02-28,pending,88,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Land Resources,2016-01-01,2026-02-28,brought_forward,63,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Land Resources,2016-01-01,2026-02-28,receipts,22663,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Land Resources,2016-01-01,2026-02-28,disposed,22649,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Land Resources,2016-01-01,2026-02-28,pending,77,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Legal Affairs,2016-01-01,2026-02-28,brought_forward,661,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Legal Affairs,2016-01-01,2026-02-28,receipts,37120,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Legal Affairs,2016-01-01,2026-02-28,disposed,37624,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Legal Affairs,2016-01-01,2026-02-28,pending,157,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Military Affairs,2016-01-01,2026-02-28,brought_forward,0,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Military Affairs,2016-01-01,2026-02-28,receipts,40414,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Military Affairs,2016-01-01,2026-02-28,disposed,39128,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Military Affairs,2016-01-01,2026-02-28,pending,1286,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Official Language,2016-01-01,2026-02-28,brought_forward,39,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Official Language,2016-01-01,2026-02-28,receipts,3262,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Official Language,2016-01-01,2026-02-28,disposed,3297,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Official Language,2016-01-01,2026-02-28,pending,4,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Personnel and Training,2016-01-01,2026-02-28,brought_forward,1230,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Personnel and Training,2016-01-01,2026-02-28,receipts,269475,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Personnel and Training,2016-01-01,2026-02-28,disposed,269693,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Personnel and Training,2016-01-01,2026-02-28,pending,1012,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Pharmaceuticals,2016-01-01,2026-02-28,brought_forward,391,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Pharmaceuticals,2016-01-01,2026-02-28,receipts,15450,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Pharmaceuticals,2016-01-01,2026-02-28,disposed,15796,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Pharmaceuticals,2016-01-01,2026-02-28,pending,45,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Posts,2016-01-01,2026-02-28,brought_forward,864,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Posts,2016-01-01,2026-02-28,receipts,524549,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
department_history_2016_2026-02-28,Department,Department of Posts,2016-01-01,2026-02-28,disposed,523925,count,https://www.pib.gov.in/PressReleasePage.aspx?PRID=2247914&lang=1&reg=1,PIB / Lok Sabha annexure: Ministry/Department-wise CPGRAMS statistics.
